	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
âme	0.02167974514002921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007270488212099324	0.0	0.009023855405674795	0.0	0.0	0.0	0.0	0.0	0.010159190621179065	0.0	0.0	0.0	0.005453685881200824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005529475775328668
cœur	0.016973008149768067	0.005259482537634029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011247820034879442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012293175626287461	0.0	0.0	0.0	0.0	0.0	0.020330368487928845	0.007223720602635241	0.0	0.0	0.012820945755805446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030804367906264632
plaisir	0.016897337137062905	0.0	0.0	0.0	0.0	0.008211738228756893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004882710426901196	0.005801260697996208	0.0	0.0	0.0	0.0	0.0	0.010204518226938217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012409175189511823	0.0	0.0	0.0	0.012362237602965925
doux	0.013371067945002308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008466351107195652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009818931811567613
jour	0.011025266551142254	0.011199603991903048	0.005758421175597488	0.0	0.0	0.006760966808953863	0.008746830858384643	0.006126467799576982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007749622971136761	0.005678265771536924	0.0	0.0	0.0	0.0047666747262616145	0.0	0.0	0.0	0.0	0.0	0.010582192369139853	0.0	0.0	0.016603068472180012	0.01338596451198272	0.0	0.004829981423148373	0.009248984548385747	0.005195605029188424	0.005340081400159721	0.0	0.004516418804271884	0.0
œil	0.009981006575811004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006998481685329285	0.0	0.0	0.0	0.0	0.021058961372273092	0.007182213196756805	0.0	0.0	0.010782885548230136	0.01063858063658715	0.0	0.0	0.0	0.011552925061059923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00616846553883919
vie	0.00992803686691739	0.003668378576669112	0.0	0.0	0.0	0.0	0.0030785947120608474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007061958694203864	0.0	0.0	0.007860987441025981	0.0	0.0	0.0	0.0	0.007416546806726699	0.0	0.0	0.0	0.0	0.013485068494692646	0.0	0.005573731951491879	0.0	0.0	0.0	0.009458198227670281	0.0	0.0	0.0
voir	0.008717300663634782	0.012693473821920109	0.012904910462735182	0.0	0.0	0.024458518167192106	0.0	0.007116288277399793	0.0	0.005562712261388922	0.023035680394761813	0.006676982427877991	0.0	0.0084005733092685	0.031377147449343196	0.023563471350017667	0.0047184602290543665	0.02044790652385589	0.0037418147801683817	0.013846546623214741	0.006226327330719649	0.0	0.0	0.006011466712305322	0.007714872775674244	0.010088684994444406	0.0	0.01329645599628936	0.0	0.0	0.010980537826855322	0.00765129562446285	0.0	0.0	0.0	0.0	0.007928337069786686	0.0	0.0	0.010419961787146817
objet	0.008671898056011684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004031935489032175	0.0	0.0	0.0	0.0	0.0	0.006666587725426579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004707013703483443
bonheur	0.008384348207732064	0.0	0.0036831906326017343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003439944960880626	0.0	0.0	0.0	0.0	0.0054220263414134166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004054216557008126	0.0	0.0	0.0	0.0	0.005113335814901161	0.0	0.0	0.0	0.0	0.0	0.0	0.019258265743822046
jouir	0.008127066764534509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036317343288711163	0.0	0.0	0.0	0.004809670278000901	0.0	0.0	0.0	0.0	0.0	0.0	0.0034986271210031505
